"TimeCreated","EventID","ProviderName","Message"
"2023-09-27T07:22:05.4287832+05:30","4689","Microsoft-Windows-Security-Auditing","A process has exited.

Subject:
	Security ID:		S-1-5-21-2299017546-3331170021-2331166375-500
	Account Name:		itadmin
	Account Domain:		LAB
	Logon ID:		0x7E83992

Process Information:
	Process ID:	0x4024
	Process Name:	C:\Windows\System32\backgroundTaskHost.exe
	Exit Status:	0x1"
"2023-09-27T07:22:05.4258771+05:30","4689","Microsoft-Windows-Security-Auditing","A process has exited.

Subject:
	Security ID:		S-1-5-21-2299017546-3331170021-2331166375-500
	Account Name:		itadmin
	Account Domain:		LAB
	Logon ID:		0x7E83992

Process Information:
	Process ID:	0x34cc
	Process Name:	C:\Windows\SysWOW64\dllhost.exe
	Exit Status:	0x0"
"2023-09-27T07:22:04.2956859+05:30","4689","Microsoft-Windows-Security-Auditing","A process has exited.

Subject:
	Security ID:		S-1-5-21-2299017546-3331170021-2331166375-500
	Account Name:		itadmin
	Account Domain:		LAB
	Logon ID:		0x7E83992

Process Information:
	Process ID:	0x4cb8
	Process Name:	C:\Windows\System32\dllhost.exe
	Exit Status:	0x0"
"2023-09-27T07:22:03.3861495+05:30","4688","Microsoft-Windows-Security-Auditing","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WS-4$
	Account Domain:		LAB
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-2299017546-3331170021-2331166375-500
	Account Name:		itadmin
	Account Domain:		LAB
	Logon ID:		0x7E83992

Process Information:
	New Process ID:		0x14e8
	New Process Name:	C:\Program Files\WindowsApps\Microsoft.YourPhone_1.23072.153.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-12288
	Creator Process ID:	0x358
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"2023-09-27T07:22:01.1103528+05:30","4688","Microsoft-Windows-Security-Auditing","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-21-2299017546-3331170021-2331166375-500
	Account Name:		itadmin
	Account Domain:		LAB
	Logon ID:		0x7E83992

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x3604
	New Process Name:	C:\Windows\System32\conhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-12288
	Creator Process ID:	0x2730
	Creator Process Name:	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"2023-09-27T07:22:00.3818007+05:30","4688","Microsoft-Windows-Security-Auditing","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-21-2299017546-3331170021-2331166375-500
	Account Name:		itadmin
	Account Domain:		LAB
	Logon ID:		0x7E83992

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x2730
	New Process Name:	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-12288
	Creator Process ID:	0x2bfc
	Creator Process Name:	C:\Windows\explorer.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"2023-09-27T07:21:59.1728910+05:30","4688","Microsoft-Windows-Security-Auditing","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WS-4$
	Account Domain:		LAB
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-2299017546-3331170021-2331166375-500
	Account Name:		itadmin
	Account Domain:		LAB
	Logon ID:		0x7E83992

Process Information:
	New Process ID:		0x4cb8
	New Process Name:	C:\Windows\System32\dllhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-12288
	Creator Process ID:	0x358
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
"2023-09-27T07:21:59.1444032+05:30","4798","Microsoft-Windows-Security-Auditing","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2299017546-3331170021-2331166375-500
	Account Name:		itadmin
	Account Domain:		LAB
	Logon ID:		0x7E83992

User:
	Security ID:		S-1-5-21-531510439-3563663205-3643449927-500
	Account Name:		ITAdmin
	Account Domain:		WS-4

Process Information:
	Process ID:		0x2bfc
	Process Name:		C:\Windows\explorer.exe"
"2023-09-27T07:21:58.6013122+05:30","4689","Microsoft-Windows-Security-Auditing","A process has exited.

Subject:
	Security ID:		S-1-5-21-2299017546-3331170021-2331166375-500
	Account Name:		itadmin
	Account Domain:		LAB
	Logon ID:		0x7E83992

Process Information:
	Process ID:	0x4778
	Process Name:	C:\Windows\System32\rundll32.exe
	Exit Status:	0x0"
"2023-09-27T07:21:58.2385546+05:30","4688","Microsoft-Windows-Security-Auditing","A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WS-4$
	Account Domain:		LAB
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-2299017546-3331170021-2331166375-500
	Account Name:		itadmin
	Account Domain:		LAB
	Logon ID:		0x7E83992

Process Information:
	New Process ID:		0x34cc
	New Process Name:	C:\Windows\SysWOW64\dllhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-12288
	Creator Process ID:	0x358
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
